Id,TipoDeClaseMS,ZonificaciónMS,FrenteLote,ÁreaLote,Calle,Callejón,FormaLote,ContornoTerreno,Servicios,ConfiguraciónLote,PendienteTerreno,Vecindario,Condición1,Condición2,TipoEdificio,EstiloCasa,CalidadGeneral,CondiciónGeneral,AñoConstrucción,AñoRenovación,EstiloTecho,MaterialTecho,Exterior1,Exterior2,TipoRevestimientoMampostería,ÁreaRevestimientoMampostería,CalidadExterior,CondiciónExterior,Cimentación,CalidadSótano,CondiciónSótano,ExposiciónSótano,TipoAcabadoSótano1,MetrosAcabadosSótano1,TipoAcabadoSótano2,MetrosAcabadosSótano2,MetrosNoAcabadosSótano,MetrosTotalesSótano,Calefacción,CalidadCalefacción,AireAcondicionadoCentral,Eléctrico,Metros1raPlanta,Metros2daPlanta,MetrosBajaCalidad,MetrosHabitables,BañosCompletosSótano,MediosBañosSótano,BañosCompletos,MediosBaños,DormitoriosSobreSuelo,CocinasSobreSuelo,CalidadCocina,TotalHabitacionesSobreSuelo,Funcionalidad,Chimeneas,CalidadChimenea,TipoGaraje,AñoConstrucciónGaraje,AcabadoGaraje,CochesGaraje,ÁreaGaraje,CalidadGaraje,CondiciónGaraje,EntradaPavimentada,MetrosDeckMadera,MetrosPorcheAbierto,MetrosPorcheCerrado,MetrosPorche3Estaciones,MetrosPorcheMalla,ÁreaPiscina,CalidadPiscina,Cerca,CaracterísticaExtra,ValorExtra,MesVenta,AñoVenta,TipoVenta,CondiciónVenta,PrecioVenta
297,50,RM,75.0,13710,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,39.01926,Unf,0.0,45.52247,84.54173,GasA,TA,Y,FuseA,84.54173,60.201144,0.0,144.742874,0,0,1,1,4,1,TA,6,Typ,0,,Attchd,1950.0,Unf,1,282,TA,TA,Y,26.848967,0.0,0.0,0.0,0.0,0,,MnPrv,,0,6,2007,WD,Normal,152000
298,60,FV,66.0,7399,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,Gd,TA,PConc,Gd,TA,No,BLQ,60.294047,Unf,0.0,30.286378,90.580425,GasA,Ex,Y,SBrkr,90.580425,90.580425,0.0,181.16085,0,0,2,1,3,1,Gd,7,Typ,1,TA,Detchd,1997.0,RFn,2,576,TA,TA,Y,0.0,0.92903,0.0,0.0,18.394794,0,,,,0,6,2007,WD,Normal,239000
299,60,RL,90.0,11700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,Gd,TA,CBlock,TA,TA,No,ALQ,35.674752,Rec,16.258025,13.285129,65.217906,GasA,Gd,Y,SBrkr,96.712023,65.217906,0.0,161.929929,0,1,1,2,3,1,TA,7,Typ,1,Gd,Attchd,1968.0,Unf,2,539,TA,TA,Y,20.810272,0.0,0.0,0.0,0.0,0,,,,0,6,2007,WD,Normal,175000
300,20,RL,80.0,14000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,101.450076,101.450076,GasA,Ex,Y,SBrkr,107.024256,0.0,0.0,107.024256,0,1,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,1950.0,Unf,1,300,TA,TA,Y,0.0,3.344508,0.0,0.0,0.0,0,,GdPrv,,0,8,2009,WD,Family,158500
301,190,RL,90.0,15750,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,78.131423,Unf,0.0,30.100572,108.231995,GasA,TA,Y,SBrkr,124.118408,0.0,0.0,124.118408,1,0,1,0,2,1,TA,5,Typ,2,Gd,Attchd,1953.0,Unf,1,375,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,6,2006,WD,Normal,157000
302,60,RL,66.0,16226,Pave,,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,26.105743,Unf,0.0,69.398541,95.504284,GasA,Ex,Y,SBrkr,112.41263,115.385526,0.0,227.798156,0,0,2,1,4,1,Gd,9,Typ,1,TA,BuiltIn,1998.0,Fin,2,683,TA,TA,Y,19.323824,4.64515,0.0,0.0,0.0,0,,,,0,5,2007,WD,Normal,267000
303,20,RL,118.0,13704,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,143.163523,143.163523,GasA,Ex,Y,SBrkr,143.163523,0.0,0.0,143.163523,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,3,843,TA,TA,Y,43.478604,7.525143,0.0,0.0,0.0,0,,,,0,1,2006,WD,Normal,205000
304,20,RL,70.0,9800,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,No,ALQ,83.055282,Unf,0.0,0.0,83.055282,GasA,TA,Y,SBrkr,83.055282,0.0,0.0,83.055282,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1975.0,Unf,2,552,TA,TA,Y,23.783168,0.0,0.0,0.0,0.0,0,,GdWo,,0,7,2006,WD,Abnorml,149900
305,75,RM,87.0,18386,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,136.56741,136.56741,GasA,Ex,Y,SBrkr,155.612525,168.897654,0.0,324.510179,0,0,3,0,3,1,Gd,10,Typ,1,Ex,Attchd,2003.0,Unf,3,870,TA,TA,Y,28.056706,0.0,0.0,0.0,0.0,0,,,,0,5,2008,WD,Normal,295000
306,20,RL,80.0,10386,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,136.009992,Unf,0.0,49.796008,185.806,GasA,Ex,Y,SBrkr,185.806,0.0,0.0,185.806,1,0,2,0,3,1,Gd,8,Typ,0,,Attchd,2004.0,Fin,3,888,TA,TA,Y,15.607704,0.0,0.0,0.0,0.0,0,,,,0,7,2007,WD,Normal,305900
307,60,RL,116.0,13474,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,Gd,TA,CBlock,Gd,TA,No,ALQ,65.0321,Unf,0.0,0.0,65.0321,GasA,Gd,Y,SBrkr,104.237166,104.144263,0.0,208.381429,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1990.0,RFn,3,746,TA,TA,Y,11.798681,4.087732,20.810272,0.0,0.0,0,,,,0,6,2007,WD,Normal,225000
308,50,RM,,7920,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,29.636057,29.636057,GasA,TA,Y,FuseA,96.154605,34.467013,0.0,130.621618,0,0,1,0,3,1,Fa,6,Typ,0,,,,,0,0,,,N,0.0,13.378032,0.0,0.0,0.0,0,,MnPrv,,0,3,2008,WD,Normal,89500
309,30,RL,,12342,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,24.340586,Unf,0.0,55.648897,79.98948299999999,GasA,Ex,Y,SBrkr,79.98948299999999,0.0,0.0,79.98948299999999,0,0,1,0,1,1,TA,4,Typ,0,,Detchd,1961.0,Unf,2,539,TA,TA,Y,14.678673999999999,0.0,0.0,0.0,0.0,0,,,,0,3,2009,WD,Normal,82500
310,20,RL,90.0,12378,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,118.358422,Unf,0.0,57.785666,176.144088,GasA,Ex,Y,SBrkr,180.603432,0.0,0.0,180.603432,1,0,2,0,3,1,Ex,8,Typ,3,Ex,Attchd,2003.0,Fin,3,708,TA,TA,Y,19.323824,16.258025,0.0,0.0,0.0,0,,,,0,11,2006,WD,Normal,360000
311,60,RL,,7685,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,PConc,Gd,TA,No,ALQ,48.123754,Unf,0.0,16.629637,64.753391,GasA,Gd,Y,SBrkr,64.753391,74.694012,0.0,139.447403,0,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1993.0,Fin,2,420,TA,TA,Y,17.65157,5.852889,0.0,0.0,0.0,0,,,,0,5,2006,WD,Normal,165600
312,20,RL,50.0,8000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,63.17404,Unf,0.0,27.127676,90.301716,GasA,Ex,Y,SBrkr,90.301716,0.0,0.0,90.301716,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1948.0,Unf,1,240,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,5,2009,WD,Normal,132000
313,190,RM,65.0,7800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,47.101821,Unf,0.0,26.570258,73.672079,GasA,TA,Y,SBrkr,73.672079,30.193475,0.0,103.865554,1,0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1939.0,Unf,2,410,TA,TA,Y,0.0,0.0,0.0,0.0,25.176713,0,,MnPrv,,0,5,2006,WD,Normal,119900
314,20,RL,150.0,215245,Pave,,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,114.828108,Rec,76.18046,7.43224,198.440808,GasW,TA,Y,SBrkr,189.150508,0.0,0.0,189.150508,2,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1965.0,RFn,2,513,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,6,2009,WD,Normal,375000
315,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,1.486448,Unf,0.0,66.146936,67.633384,GasA,Ex,Y,SBrkr,77.295296,75.158527,0.0,152.453823,0,1,1,1,3,1,Ex,6,Typ,1,Gd,Detchd,1925.0,Unf,2,546,Fa,TA,Y,0.0,0.0,21.739302,0.0,0.0,0,,,,0,8,2006,WD,Normal,178000
316,60,RL,71.0,7795,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,39.483775,Unf,0.0,27.034773,66.518548,GasA,Ex,Y,SBrkr,66.518548,66.518548,0.0,133.037096,1,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,2,432,TA,TA,Y,9.2903,4.738053,0.0,0.0,0.0,0,,,,0,7,2009,WD,Normal,188500
317,60,RL,94.0,13005,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,Gd,TA,CBlock,Gd,TA,No,GLQ,64.288876,Unf,0.0,14.214159,78.503035,GasA,TA,Y,SBrkr,107.117159,111.4836,0.0,218.600759,1,0,2,1,4,1,Ex,10,Typ,1,TA,Attchd,1983.0,RFn,2,484,TA,TA,Y,26.756064,18.116084999999998,0.0,0.0,0.0,0,,GdPrv,,0,8,2009,WD,Normal,260000
318,60,FV,75.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,101.078464,101.078464,GasA,Ex,Y,SBrkr,101.078464,80.918513,0.0,181.996977,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3,1025,TA,TA,Y,19.323824,4.273538,0.0,0.0,0.0,0,,,,0,12,2007,WD,Normal,270000
319,60,RL,90.0,9900,Pave,,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,91.695261,Unf,0.0,33.44508,125.14034099999999,GasA,Ex,Y,SBrkr,127.46291599999999,118.358422,0.0,245.821338,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3,656,TA,TA,Y,31.58702,5.57418,13.378032,0.0,0.0,0,,,,0,4,2009,WD,Normal,260000
320,80,RL,,14115,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,TA,TA,CBlock,Gd,TA,Av,GLQ,96.247508,Unf,0.0,31.215408,127.46291599999999,GasA,TA,Y,SBrkr,136.753216,0.0,0.0,136.753216,1,0,2,0,3,1,TA,6,Typ,2,TA,Attchd,1980.0,Unf,2,588,TA,TA,Y,21.646399,4.459344,0.0,0.0,0.0,0,,,,0,6,2009,WD,Normal,187500
321,60,RL,111.0,16259,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,TA,TA,PConc,Ex,Gd,Av,Unf,0.0,Unf,0.0,116.035847,116.035847,GasA,Ex,Y,SBrkr,116.035847,125.14034099999999,0.0,241.176188,0,0,3,1,4,1,Gd,9,Typ,0,,Attchd,2006.0,RFn,3,840,TA,TA,Y,22.29672,14.307062,0.0,0.0,0.0,0,,,,0,9,2006,New,Partial,342643
322,60,RL,99.0,12099,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,Gd,TA,PConc,Ex,TA,Av,GLQ,90.11591,Unf,0.0,15.421898,105.537808,GasA,Ex,Y,SBrkr,105.537808,123.746796,0.0,229.284604,1,0,2,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,2004.0,Fin,3,872,TA,TA,Y,17.094152,14.307062,0.0,0.0,0.0,0,,,,0,6,2007,WD,Normal,354000
323,60,RL,86.0,10380,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,2.601284,ALQ,136.939022,0.0,139.540306,GasA,Ex,Y,SBrkr,144.278359,109.346831,0.0,253.62519,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1987.0,Fin,2,576,TA,TA,Y,18.673503,8.918688,0.0,0.0,0.0,0,,MnPrv,,0,8,2007,WD,Normal,301000
324,20,RM,49.0,5820,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,23.783168,Unf,0.0,84.170118,107.953286,GasA,Ex,Y,SBrkr,108.046189,0.0,0.0,108.046189,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1955.0,Unf,1,220,Fa,TA,Y,13.192226,9.104494,0.0,0.0,0.0,0,,,,0,7,2006,WD,Normal,126175
325,80,RL,96.0,11275,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,Gd,Gd,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,65.96113,65.96113,GasA,Ex,Y,SBrkr,176.329894,100.33524,0.0,276.665134,0,0,2,1,5,1,Gd,11,Typ,1,Gd,BuiltIn,1961.0,Fin,2,564,TA,TA,Y,22.29672,0.0,0.0,0.0,0.0,0,,,,0,6,2010,WD,Normal,242000
326,45,RM,50.0,5000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,10.776748,Unf,0.0,56.113412,66.89016,GasA,Po,N,FuseF,74.601109,0.0,0.0,74.601109,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1941.0,Unf,2,360,TA,TA,Y,0.0,0.0,22.668332,0.0,0.0,0,,,,0,12,2007,WD,Normal,87000
327,120,RL,32.0,10846,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,150.409957,Unf,0.0,9.2903,159.700257,GasA,Ex,Y,SBrkr,159.700257,0.0,0.0,159.700257,2,0,1,1,1,1,Gd,6,Typ,2,Gd,Attchd,1993.0,Fin,2,473,TA,TA,Y,11.334166,2.78709,0.0,0.0,0.0,0,,,,0,5,2008,Con,Normal,324000
328,20,RL,80.0,11600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,TA,TA,CBlock,TA,TA,No,Rec,52.490195,Unf,0.0,75.994654,128.484849,GasA,TA,Y,SBrkr,128.484849,0.0,0.0,128.484849,0,0,1,1,3,1,TA,7,Typ,0,,Attchd,1960.0,RFn,1,292,TA,TA,Y,0.0,4.180635,0.0,0.0,0.0,0,,,,0,4,2006,WD,Normal,145250
329,75,RL,,11888,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,78.410132,78.410132,GasA,Gd,N,FuseA,134.244835,64.010167,0.0,198.255002,0,0,2,0,5,1,Gd,10,Typ,0,,Detchd,1930.0,Unf,2,441,TA,TA,Y,0.0,5.57418,24.898004,0.0,0.0,0,,,,0,7,2009,WD,Normal,214500
330,70,RM,60.0,6402,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0.0,Unf,0.0,55.370188,55.370188,GasA,TA,N,SBrkr,55.370188,55.370188,0.0,110.740376,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1920.0,Unf,1,189,Fa,Fa,N,0.0,0.0,12.727711,0.0,0.0,0,,GdWo,,0,7,2009,WD,Normal,78000
331,90,RL,,10624,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,TA,TA,CBlock,TA,TA,No,GLQ,3.71612,Rec,24.526392,132.293872,160.536384,GasA,TA,Y,SBrkr,160.536384,0.0,0.0,160.536384,0,1,2,0,6,2,TA,10,Typ,0,,Detchd,2002.0,Unf,1,352,TA,TA,Y,14.399965,0.0,0.0,0.0,0.0,0,,,,0,11,2007,WD,Normal,119000
332,20,RL,70.0,8176,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,78.595938,Unf,0.0,19.50963,98.105568,GasA,Fa,Y,SBrkr,98.105568,0.0,0.0,98.105568,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1958.0,RFn,1,308,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,8,2007,WD,Normal,139000
333,20,RL,85.0,10655,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,Gd,TA,PConc,Gd,TA,No,GLQ,104.422972,,44.500537,148.923509,297.847018,GasA,Ex,Y,SBrkr,151.338987,0.0,0.0,151.338987,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2003.0,RFn,3,880,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,10,2009,WD,Normal,284000
334,120,RM,59.0,8198,Pave,,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,Gd,TA,PConc,Gd,TA,Av,GLQ,66.89016,Unf,0.0,59.272114,126.162274,GasA,Ex,Y,SBrkr,126.162274,0.0,0.0,126.162274,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2004.0,RFn,2,484,TA,TA,Y,17.837376,2.78709,0.0,0.0,0.0,0,,,,0,7,2008,WD,Normal,207000
335,60,RL,59.0,9042,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,76.923684,Unf,0.0,10.683845,87.607529,GasA,Gd,Y,SBrkr,87.607529,64.567585,0.0,152.175114,1,0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1998.0,Fin,2,472,TA,TA,Y,9.2903,3.530314,0.0,0.0,0.0,0,,,,0,7,2008,WD,Normal,192000
336,190,RL,,164660,Grvl,,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,116.035847,BLQ,13.656741,9.569009,139.261597,GasA,Ex,Y,SBrkr,150.409957,15.514801,0.0,165.924758,2,0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1965.0,Fin,2,529,TA,TA,Y,62.24501,0.0,0.0,0.0,0.0,0,,,Shed,700,8,2008,WD,Normal,228950
337,20,RL,86.0,14157,Pave,,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,116.035847,Unf,0.0,62.523719,178.559566,GasA,Ex,Y,SBrkr,178.559566,0.0,0.0,178.559566,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,3,676,TA,TA,Y,16.536734,4.738053,0.0,0.0,0.0,0,,,,0,7,2007,WD,Normal,377426
338,20,RL,70.0,9135,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,TA,Av,GLQ,75.25143,Unf,0.0,67.447578,142.699008,GasA,Ex,Y,SBrkr,142.699008,0.0,0.0,142.699008,1,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2002.0,RFn,2,532,TA,TA,Y,17.837376,6.874822,0.0,0.0,0.0,0,,,,0,12,2008,WD,Normal,214000
339,20,RL,91.0,14145,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,19.788339,Unf,0.0,92.438485,112.226824,GasA,Ex,Y,SBrkr,150.595763,0.0,0.0,150.595763,1,0,2,0,3,1,Gd,8,Typ,0,,Attchd,1984.0,RFn,2,440,TA,TA,Y,10.033524,4.180635,0.0,0.0,0.0,0,,,Shed,400,5,2006,WD,Normal,202500
340,20,RL,66.0,12400,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,TA,CBlock,TA,Fa,No,Rec,54.348255,Unf,0.0,58.52889,112.877145,GasA,TA,Y,FuseA,112.877145,0.0,0.0,112.877145,0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1958.0,Unf,1,297,TA,TA,Y,0.0,0.0,0.0,0.0,21.739302,0,,,,0,6,2009,WD,Normal,155000
341,60,RL,85.0,14191,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,89.837201,89.837201,GasA,Ex,Y,SBrkr,92.252679,85.00624499999999,0.0,177.258924,0,0,2,1,4,1,Gd,9,Typ,0,,Attchd,2002.0,Fin,2,431,TA,TA,Y,12.541905,0.0,0.0,0.0,0.0,0,,,,0,4,2010,WD,Normal,202900
342,20,RH,60.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,66.983063,66.983063,GasA,Gd,Y,SBrkr,78.131423,0.0,0.0,78.131423,0,0,1,0,2,1,TA,4,Typ,0,,CarPort,1950.0,Unf,1,294,TA,TA,N,23.22575,0.0,2.229672,0.0,0.0,0,,,,0,9,2009,WD,Normal,82000
